identifier,metric,found_hit,score
O31060,1,YES,167.7
P84052,1,YES,229.7
P50286,1,YES,56.1
O97069,1,YES,12.3
Q14CW9,1,YES,11.1
A1V8T4,1,YES,46.1
P0CF83,1,YES,182.8
Q0CXU6,0,NO,0.0
Q0I390,1,YES,85.4
A8MTQ0,1,YES,78.2
Q6W990,1,YES,263.4
Q9FJF4,1,YES,19.5
A4J169,1,YES,310.1
A8MYZ6,1,YES,165.9
Q4JUK1,1,YES,19.0
Q3KR53,0,NO,0.0
Q12380,1,YES,47.9
C5BDQ8,0,NO,0.0
Q96DT6,1,YES,434.7
C1ASZ6,0,NO,0.0
Q3SPC5,1,YES,166.1
Q6IV57,0,YES,512.5
A1AG76,0,NO,0.0
B7L758,1,YES,365.6
B0BUU0,1,YES,213.8
A4FN30,1,YES,45.8
Q6FQJ2,0,YES,11.5
Q81II1,0,NO,0.0
B3EU98,1,YES,612.5
Q8TAU3,1,YES,1211.2
Q0TWF4,1,YES,14.2
A6U488,1,YES,153.7
O50156,1,YES,31.7
Q865F0,1,YES,199.3
Q47JK7,1,YES,73.5
Q669S5,1,YES,13.5
A3Q5L9,1,YES,230.3
Q980W9,1,YES,80.1
Q2IBB4,1,YES,165.2
A0Q5E2,0,NO,0.0
A5IYT8,1,YES,137.8
O76027,1,YES,143.0
Q2S6N5,1,YES,16.5
P59328,0,YES,202.5
Q32KX1,1,YES,41.1
Q65201,1,YES,228.5
Q5RJR4,1,YES,1037.5
A6U519,0,NO,0.0
Q2JXD0,1,YES,420.2
P65437,1,YES,66.6
Q7W3Z3,1,YES,185.1
P82897,1,YES,105.2
B7VLJ6,1,YES,373.8
A2RAG5,1,YES,242.1
Q9UVL1,1,YES,95.4
Q57925,1,YES,230.1
A1URU2,1,YES,144.0
Q85X67,1,YES,779.2
A0R969,0,NO,0.0
A8YUN5,1,YES,79.4
Q98FY0,1,YES,67.1
Q9ZZY6,1,YES,104.5
Q5RF26,1,YES,1480.7
P32182,1,YES,998.3
B7VPF6,1,YES,87.2
Q4UQF1,1,YES,46.4
B7MZD0,1,YES,23.5
Q1RB49,0,NO,0.0
A8XDX2,1,YES,139.9
Q4JUJ8,1,YES,588.7
Q6P7D3,0,NO,0.0
Q1ACK1,1,YES,698.3
A5D510,0,NO,0.0
Q12343,0,YES,23.6
O94616,1,YES,410.1
Q7XLY8,1,YES,72.4
B3CQT9,1,YES,133.6
Q0U6H9,0,NO,0.0
Q1LSK1,1,YES,145.7
Q0TFI6,1,YES,10.4
A0PPH0,1,YES,170.4
Q8STR8,1,YES,37.2
Q9JJJ3,1,YES,592.5
Q84FI1,1,YES,342.9
Q39H65,1,YES,286.0
P31269,1,YES,211.5
B2V7C0,1,YES,171.3
Q71XS4,0,NO,0.0
P18735,1,YES,1131.6
B8DH27,1,YES,67.2
Q0SYG3,1,YES,369.3
Q2S9Q5,1,YES,74.3
Q3B1F4,1,YES,632.7
Q98SH2,1,YES,16.0
Q98NC1,0,NO,0.0
Q322B0,1,YES,512.1
Q9RN77,1,YES,66.5
A6VKZ6,1,YES,68.1
O73615,1,YES,274.0
B3QWX7,1,YES,662.9
Q96H40,1,YES,1214.3
C9ZKW4,1,YES,391.3
A2C058,1,YES,419.1
C1CLK5,1,YES,17.9
Q71VP9,0,NO,0.0
P94632,1,YES,211.4
O73943,1,YES,12.2
P0AAF8,1,YES,221.8
O32801,1,YES,1818.5
Q2Y7A9,1,YES,82.7
Q1KKY3,1,YES,300.1
P34834,1,YES,75.8
A8A573,1,YES,141.4
P99157,0,YES,13.8
A5IYE1,1,YES,35.9
Q0C804,1,YES,202.4
Q06735,1,YES,759.4
Q2FGX4,1,YES,155.8
P36923,1,YES,89.3
O03570,1,YES,79.2
Q89GF9,0,YES,11.9
Q65XV7,1,YES,687.6
B2V9G8,1,YES,52.0
A8AVM5,1,YES,113.2
C4ZZA4,1,YES,325.1
Q8KA11,1,YES,67.6
Q8R0T2,1,YES,880.9
P27269,0,NO,0.0
A5VXJ3,1,YES,32.2
A0JY58,1,YES,74.2
A8M2J4,0,NO,0.0
P53849,1,YES,116.2
Q3BRU3,1,YES,88.1
O82248,1,YES,159.1
B5FQ51,1,YES,468.1
Q88WQ9,1,YES,99.5
B1KX91,1,YES,134.0
A3Q9C9,1,YES,13.0
Q9H4S2,1,YES,88.4
A3N2U8,1,YES,19.6
A8G7M2,1,YES,18.0
P38077,0,NO,0.0
Q51472,1,YES,89.6
Q92399,1,YES,87.9
Q8CWN8,0,NO,0.0
Q9T9D5,0,NO,0.0
P48781,1,YES,22.5
Q9SF09,1,YES,113.7
B9MS68,1,YES,736.4
A9N5B4,1,YES,184.5
P63552,1,YES,11.6
A6V491,1,YES,89.6
P64153,1,YES,185.7
Q8BHL6,1,YES,29.6
Q5M2Y5,1,YES,812.1
B6JKY5,0,NO,0.0
P31752,1,YES,366.8
P10771,1,YES,29.0
P20270,1,YES,65.9
Q2J860,1,YES,189.8
P0CY10,1,YES,42.7
B2HR32,1,YES,14.0
A3QJR0,1,YES,679.6
Q885K0,1,YES,301.8
B1ZKR9,1,YES,54.4
B6EJ44,1,YES,429.0
C4Y732,0,NO,0.0
A9FJ48,1,YES,39.9
Q74GX9,1,YES,23.2
A1TNJ5,1,YES,37.9
B2I1W9,1,YES,54.7
A7GV59,1,YES,42.8
P0DMR3,1,YES,13.9
Q86XF7,1,YES,580.0
Q0SX08,1,YES,473.3
Q2P3S1,1,YES,85.0
Q9ZU11,1,YES,1427.3
Q68VU6,1,YES,717.2
A4Y6H0,1,YES,87.7
A6Q4C0,1,YES,711.3
P21936,0,YES,14.1
B1YRE7,1,YES,432.6
Q0BWK6,1,YES,61.8
Q7L7L0,1,YES,268.0
Q0AMQ6,1,YES,191.1
Q99814,1,YES,691.7
Q00624,1,YES,564.4
A7ME45,1,YES,14.9
Q5FWM1,0,YES,110.7
P0C5W5,1,YES,37.5
A6L011,1,YES,66.2
B1IZC3,1,YES,225.8
P69152,1,YES,159.1
Q63EZ0,0,NO,0.0
P47317,1,YES,412.1
O00358,1,YES,201.8
A3LZZ1,1,YES,238.4
B5EYQ5,1,YES,289.8
O22582,1,YES,170.1
Q9PWM5,1,YES,131.1
A7IHH0,1,YES,142.3
D4B5H9,1,YES,107.2
Q88AH6,1,YES,344.0
A1AF43,1,YES,23.5
Q8FH42,1,YES,67.7
Q5HBZ4,1,YES,43.1
Q9LSX9,1,YES,137.0
Q1MKS9,0,YES,22.4
Q60BY2,1,YES,453.1
A5EXJ8,1,YES,28.6
Q9YGT0,1,YES,72.2
B9JYZ7,1,YES,189.3
Q180W5,1,YES,729.9
P50012,1,YES,49.2
Q7ZZ25,1,YES,300.5
P59617,1,YES,71.3
Q5NBI2,1,YES,205.3
P26854,1,YES,783.1
F4J1Q9,1,YES,59.0
Q1PEF6,1,YES,53.2
P53490,1,YES,254.8
Q9PWL7,1,YES,115.1
Q4A8W2,1,YES,20.4
Q3BJS1,1,YES,573.7
A4IQ78,1,YES,135.3
Q31II2,0,YES,12.8
P07457,1,YES,23.4
Q8E7H3,1,YES,411.5
A8GL82,0,NO,0.0
P74290,1,YES,161.2
Q9JTT4,1,YES,156.3
Q9M531,1,YES,185.0
B7MYF1,1,YES,729.9
P56759,1,YES,11.5
Q3K0D5,1,YES,149.9
P0A127,1,YES,89.0
Q4WA59,1,YES,579.4
P10119,0,NO,0.0
Q8TCP9,0,YES,93.0
P13824,0,YES,21.6
A4Y2M7,1,YES,176.9
Q1XGE2,1,YES,602.5
P63616,1,YES,268.4
B8G9X1,1,YES,176.3
B7N241,1,YES,20.4
Q8RC14,1,YES,34.0
A9H9A8,1,YES,764.6
A8H5F1,1,YES,95.3
Q86T29,1,YES,1064.1
C4R1K8,1,YES,311.4
Q40608,1,YES,102.5
Q00401,1,YES,124.5
O31459,1,YES,114.3
A9KBB0,1,YES,73.4
B1KTC2,1,YES,135.1
Q0HPG2,1,YES,35.2
P03161,1,YES,1605.7
Q9WYI2,1,YES,153.6
A0JV22,1,YES,246.5
Q6DDV0,1,YES,857.1
B8DHF2,1,YES,122.2
B9KDP9,1,YES,161.8
A0R1Z0,1,YES,62.9
C4Z158,0,NO,0.0
B7IQW0,1,YES,634.6
C1A3S5,0,NO,0.0
Q7V3S9,0,YES,11.1
A0Q4Z0,1,YES,296.9
A5DBG4,1,YES,225.3
Q5M027,1,YES,22.0
P40283,1,YES,168.8
Q87XM3,1,YES,15.6
P0A9V6,1,YES,20.7
B9DRT6,1,YES,673.1
Q6D9D7,1,YES,88.3
Q40152,1,YES,267.5
Q09993,0,NO,0.0
Q15T04,1,YES,454.5
B1JMD2,1,YES,11.0
O13931,0,NO,0.0
A9QZ62,1,YES,11.0
A6WV13,1,YES,19.1
A6Q3P9,1,YES,13.0
A6VHX1,1,YES,15.0
Q8C7G5,1,YES,546.6
A5DN42,0,NO,0.0
A4D998,1,YES,131.4
Q9JKQ4,1,YES,599.1
Q9TMQ4,1,YES,708.4
Q56W64,1,YES,100.2
B2UZJ6,1,YES,19.2
Q6NYY4,1,YES,211.7
A6WUJ6,1,YES,21.6
A1KHL8,1,YES,54.4
A4XWE7,1,YES,195.8
Q8SW18,1,YES,59.0
Q60976,1,YES,908.0
Q9M1S3,0,YES,80.9
Q12406,1,YES,95.7
Q3IMK8,1,YES,143.1
A5FRQ6,1,YES,18.7
Q6BRB4,1,YES,94.5
Q9CCI3,1,YES,164.1
Q86QH9,1,YES,32.2
C1FQP5,1,YES,724.1
A4JLD9,0,NO,0.0
Q72IW2,1,YES,62.1
P0ADH8,1,YES,78.9
B8HAY9,1,YES,609.3
A9WZ97,1,YES,157.9
A1TKF1,1,YES,83.5
Q9KSN4,1,YES,90.2
Q8EUA8,1,YES,130.2
Q0TTA5,0,NO,0.0
Q8MIQ5,1,YES,185.9
P68038,0,NO,0.0
Q1BXP1,1,YES,204.5
P14303,1,YES,482.0
P0A2Z8,1,YES,31.9
Q8IZ13,0,YES,79.6
A0KS72,1,YES,106.9
Q65RX7,1,YES,195.3
Q8LEG1,1,YES,163.9
H2L0N8,1,YES,96.4
Q02R27,1,YES,17.4
P42152,0,NO,0.0
Q9HLV9,1,YES,13.6
B5RCC8,0,NO,0.0
Q71Y88,1,YES,217.9
A9KNS9,1,YES,126.8
Q9PEC0,1,YES,172.8
A9NBC4,1,YES,16.4
O59836,1,YES,115.6
A1VY10,1,YES,150.4
P67846,0,NO,0.0
A1JU34,1,YES,293.8
Q9ASQ2,1,YES,50.3
Q92618,1,YES,246.6
A8GKQ8,1,YES,72.0
Q8R7C2,1,YES,11.2
B6I3W8,1,YES,29.0
B7IG44,1,YES,690.2
Q6FQ87,0,NO,0.0
Q8XMJ7,0,NO,0.0
P0C101,0,YES,12.8
Q5UK76,1,YES,200.6
Q2FYH0,1,YES,171.8
Q9YEK1,1,YES,15.0
Q8FHD1,1,YES,54.8
B7NF51,1,YES,54.0
C0S4K1,1,YES,10.9
Q84X53,1,YES,161.7
Q94FL7,1,YES,151.3
A1WUI9,1,YES,125.1
Q2FZA9,1,YES,24.4
Q98EV9,1,YES,38.5
Q0D153,1,YES,82.2
Q4UQF4,1,YES,666.1
Q5PJW3,1,YES,141.4
P05527,1,YES,174.6
Q086K1,1,YES,623.8
A1CQS1,1,YES,202.4
C3P8J1,1,YES,134.7
Q9FX31,1,YES,810.9
Q9WUC4,1,YES,126.2
O75840,1,YES,661.6
Q3BQS1,1,YES,299.8
Q9BA96,1,YES,706.3
Q30XS4,1,YES,287.0
Q5HH31,1,YES,157.7
Q5A6K2,0,NO,0.0
Q2YUJ5,1,YES,37.9
O84630,1,YES,225.4
Q6WZ83,1,YES,196.1
Q1XDQ0,1,YES,13.5
P40264,1,YES,61.3
Q9N0D0,0,YES,24.8
Q99525,1,YES,144.2
Q8MJT0,0,NO,0.0
P98197,1,YES,50.0
P04915,1,YES,193.0
Q0TE01,1,YES,23.5
B5Z2U0,1,YES,58.2
Q8Z2P0,1,YES,83.0
B1JJ28,0,YES,177.7
P13785,1,YES,11.2
Q54GT9,1,YES,157.4
Q9FIM4,1,YES,181.8
A8AHE0,1,YES,321.3
B5XTL1,0,NO,0.0
Q99V41,1,YES,158.3
Q7VQW0,0,YES,16.3
Q9LNT9,1,YES,171.0
Q2NZB0,1,YES,81.7
Q14FG9,1,YES,31.1
C1CAC7,1,YES,49.4
Q15776,1,YES,1072.4
P12985,1,YES,583.9
Q67Q58,1,YES,83.4
Q504H8,1,YES,419.7
B4RQ17,1,YES,382.9
Q15784,1,YES,348.7
Q4QLT0,1,YES,152.6
P15860,1,YES,125.4
Q46CJ6,1,YES,340.9
B7MAH4,1,YES,40.8
Q7MK44,1,YES,88.5
A6VN18,1,YES,217.6
P28561,0,NO,0.0
Q08E43,1,YES,181.3
Q1C089,1,YES,13.8
P81391,1,YES,325.3
P08043,1,YES,1477.0
Q9USX1,1,YES,858.2
Q8CK24,1,YES,247.3
B5R6D2,1,YES,14.6
P62782,1,YES,195.5
A1SHI5,1,YES,70.0
P03013,1,YES,269.1
Q9JKN5,1,YES,84.8
Q9AKR8,1,YES,59.9
Q9EPE9,1,YES,113.3
A0QCX7,0,NO,0.0
Q2VY69,1,YES,1110.6
P0CB28,1,YES,19.4
Q8JZL0,1,YES,1082.7
Q0HDU5,1,YES,109.2
Q6HDW6,1,YES,13.2
B5VEB9,1,YES,30.4
Q21DK9,1,YES,31.6
Q8RB14,1,YES,309.3
B8HAY3,1,YES,73.3
Q0ADP0,1,YES,83.3
Q6CQ60,1,YES,110.9
Q0K5M8,1,YES,36.8
P52598,1,YES,118.1
A3Q3B6,1,YES,39.3
P47064,1,YES,131.2
B6JLQ1,1,YES,220.3
P0CF26,0,YES,14.0
A8A0T7,0,NO,0.0
P0ACU9,1,YES,18.8
Q8ZKW4,0,YES,12.4
Q9FGJ3,1,YES,169.4
A2BZ94,1,YES,13.8
Q1B7R1,0,YES,10.9
Q1RFF6,1,YES,58.4
P9WN33,1,YES,138.7
C4KBU2,0,NO,0.0
Q2KIG1,1,YES,215.9
A0A084R1M6,1,YES,115.3
B8FFQ6,1,YES,291.9
B0U5D7,1,YES,82.2
P15340,0,NO,0.0
Q11120,0,YES,103.2
A7GN54,1,YES,257.1
B7NF49,1,YES,15.3
A6W0A0,1,YES,81.5
P14092,1,YES,76.8
Q9FYS5,1,YES,28.5
Q6G996,1,YES,154.9
Q6FRR4,0,NO,0.0
Q9JK54,1,YES,33.6
A1VEI5,1,YES,148.4
B7M5M8,1,YES,56.7
Q9ZUM9,0,YES,58.8
B1ZEE8,0,NO,0.0
Q51473,1,YES,91.3
P42265,1,YES,13.2
Q1R3V1,1,YES,48.0
A8AQF2,0,NO,0.0
Q0UPX4,0,NO,0.0
Q72E03,1,YES,12.0
Q8MHZ2,0,NO,0.0
A7FCM9,0,NO,0.0
Q9M080,1,YES,173.2
Q8D229,1,YES,135.7
A1SJJ3,0,NO,0.0
Q5XAW2,1,YES,179.4
Q6MUC7,1,YES,133.0
Q9YGL9,1,YES,1859.5
A8AQU3,1,YES,389.8
Q9GL32,1,YES,426.1
Q7A0D7,1,YES,163.6
A8Z1D4,1,YES,57.3
Q5UPQ7,1,YES,128.4
C1F467,1,YES,68.3
B7M4B9,1,YES,369.3
A7ZTV5,1,YES,12.7
C1DND6,1,YES,34.8
Q6MAK1,1,YES,33.7
Q2SN65,1,YES,482.9
B7JS06,1,YES,11.2
P64394,1,YES,83.7
P26632,1,YES,570.1
Q56TN0,1,YES,787.4
C4ZZ22,1,YES,12.3
Q3A946,1,YES,729.3
Q66JJ0,1,YES,179.3
Q3Z1Z6,0,NO,0.0
P18355,1,YES,154.7
Q73X59,1,YES,604.2
P27347,1,YES,61.6
A7ZC34,0,NO,0.0
B8AMS4,1,YES,544.8
B8DBZ9,1,YES,217.9
P29386,1,YES,352.9
P09637,1,YES,137.9
B0ULY1,1,YES,127.9
Q07YJ6,1,YES,23.1
P18434,1,YES,70.8
Q9HSL7,1,YES,100.6
Q2FZ97,1,YES,82.9
B3PG51,1,YES,301.8
B5FPM7,1,YES,313.9
A5N3H9,1,YES,653.9
Q46EW4,1,YES,28.3
Q9RJ79,1,YES,150.9
B3QSZ9,1,YES,61.8
A9ADV3,1,YES,86.9
E1WH94,1,YES,238.8
P0ABE4,1,YES,110.9
Q5M0P0,1,YES,167.1
Q9LMK2,1,YES,238.6
A4WEK3,1,YES,72.3
O14061,0,NO,0.0
Q98G36,1,YES,61.7
Q5ZR97,1,YES,26.1
Q0C919,1,YES,204.3
Q64518,1,YES,2246.1
B7K8U6,1,YES,41.5
Q0TC78,1,YES,391.5
Q6NTY6,1,YES,700.5
P80944,1,YES,359.5
B8GMM0,1,YES,165.6
Q6FWM8,1,YES,240.8
C4K227,1,YES,763.1
Q9P4W7,0,YES,10.3
D4GGV4,0,NO,0.0
P62673,1,YES,61.0
Q30QW4,1,YES,30.6
O34549,1,YES,144.8
B9DPQ8,1,YES,81.9
Q72RA8,1,YES,47.2
P52661,1,YES,190.7
Q56830,0,NO,0.0
A5FB38,1,YES,343.1
P14751,1,YES,24.3
B1GZT3,1,YES,162.4
B5FGA8,1,YES,315.0
A4J3A1,1,YES,170.8
Q7P0T8,1,YES,259.5
A9M836,1,YES,40.7
Q46258,1,YES,29.9
A9A3N4,1,YES,143.2
A9NB80,1,YES,74.9
Q9ZXY0,0,NO,0.0
A1BHE5,1,YES,167.8
A4XTH9,1,YES,280.1
Q75JK6,1,YES,34.6
Q10086,1,YES,110.8
B4TBG5,1,YES,80.7
O15060,1,YES,349.6
Q64UA5,1,YES,27.4
C1CL80,1,YES,122.9
Q9M0Y5,1,YES,212.5
B9KG97,1,YES,18.8
Q67TB9,1,YES,672.9
Q84TD6,1,YES,266.4
Q13CX1,1,YES,128.9
P47387,1,YES,12.2
Q5FKY2,1,YES,604.2
Q91C36,1,YES,1878.0
B4SW34,0,NO,0.0
P0CF25,0,YES,12.8
Q5AR50,1,YES,62.2
Q9SRM0,1,YES,71.0
A6TE50,1,YES,74.8
Q1LZ96,1,YES,574.8
Q5F774,1,YES,159.7
O43167,1,YES,847.5
P63602,1,YES,66.5
P58501,1,YES,1983.2
Q2IVL9,1,YES,162.3
Q8D1X8,1,YES,60.3
Q6HA09,1,YES,621.9
P12409,1,YES,135.5
A4TPB0,1,YES,191.4
Q02653,0,YES,12.4
P32183,1,YES,282.2
Q3K1J5,1,YES,676.1
Q31YK4,1,YES,185.3
Q9H993,1,YES,178.6
Q1CIX6,1,YES,426.1
Q0I063,1,YES,103.4
P12990,0,NO,0.0
Q92886,1,YES,137.6
A6WQ14,1,YES,294.4
B4T5G4,1,YES,658.4
B8EA98,1,YES,82.2
P10835,1,YES,17.5
A8GTS5,1,YES,28.0
Q80W31,1,YES,1005.3
B7LH04,1,YES,71.7
C3NEK4,1,YES,52.6
B2JCP3,1,YES,274.4
A9N275,0,NO,0.0
Q3K735,1,YES,162.2
Q9X2A1,0,NO,0.0
A1A9N5,1,YES,18.4
P57924,1,YES,381.8
P17021,1,YES,1081.4
A3LV34,1,YES,10.5
A3PWC1,1,YES,162.8
A7HBJ3,1,YES,96.1
Q2NB98,0,YES,176.4
Q16DL0,1,YES,207.5
Q1IG22,1,YES,32.9
Q8WNZ7,0,NO,0.0
Q85X24,1,YES,685.8
Q6CK60,1,YES,238.0
B8E7F3,1,YES,87.7
P13784,0,NO,0.0
A4QLH9,1,YES,821.1
P58827,0,NO,0.0
A5CE64,1,YES,195.4
Q6WRX6,1,YES,54.7
P10179,1,YES,121.6
Q9LF64,1,YES,68.4
Q6LLG2,1,YES,18.9
Q9ZJA6,0,NO,0.0
P18715,1,YES,1056.4
Q08A71,1,YES,293.7
Q5LPG8,0,NO,0.0
Q7TV86,1,YES,59.8
P0AE37,0,NO,0.0
A1RMZ5,1,YES,695.5
B4F777,1,YES,21.9
Q758A4,0,YES,13.3
Q7WR84,1,YES,372.9
C6DJH3,1,YES,29.5
A9KM87,1,YES,97.0
P50329,1,YES,61.1
A1S6D3,1,YES,454.2
A8GLE2,1,YES,338.4
Q2IJA7,1,YES,97.6
Q71VP4,0,NO,0.0
Q7P0A1,0,NO,0.0
O60548,1,YES,268.3
A4YH39,1,YES,19.7
P21895,1,YES,64.5
Q4FGF0,1,YES,130.8
A2XE76,1,YES,198.5
Q19537,1,YES,1193.0
P52651,1,YES,393.1
Q91YU3,0,YES,28.5
Q9LTC4,1,YES,188.3
A9N8J9,1,YES,98.0
Q44249,1,YES,155.1
Q76H85,1,YES,196.1
B0SHV8,1,YES,394.8
P08844,1,YES,231.1
B4T6L4,1,YES,39.0
Q8ER54,1,YES,87.2
Q7RX99,1,YES,1293.7
Q6G997,1,YES,173.3
Q3BXG0,1,YES,81.5
P0ACN2,1,YES,66.6
B7M0Y7,1,YES,148.3
P68778,1,YES,151.2
Q7SY54,1,YES,293.5
Q2FY16,1,YES,140.1
Q8DP44,1,YES,670.2
Q0TJE1,1,YES,84.2
Q4QN58,1,YES,17.5
C0PZT1,1,YES,141.4
Q2RK88,1,YES,87.9
Q7WKW7,1,YES,11.9
Q8Z0Y7,1,YES,510.0
A0KAM1,1,YES,267.9
Q6F169,1,YES,49.3
A1JHR7,1,YES,364.7
Q8Z6G0,0,NO,0.0
P69071,1,YES,270.9
Q4JVG0,1,YES,172.3
A8HAG8,1,YES,50.1
P19622,1,YES,241.4
A5III6,1,YES,49.5
P0A301,1,YES,609.8
P30400,1,YES,18.1
Q7JIX9,0,NO,0.0
A4ITI8,1,YES,33.7
Q89XW8,1,YES,271.1
P41161,1,YES,1142.7
A4XLN1,0,NO,0.0
A6GVV9,1,YES,660.2
Q985Z4,1,YES,257.3
B7M885,0,NO,0.0
O26843,1,YES,287.7
P0DN36,1,YES,168.2
A2R346,1,YES,39.7
Q2TA57,0,NO,0.0
A7IA59,1,YES,266.6
P83886,1,YES,40.2
Q7V364,1,YES,428.4
Q3UMR0,1,YES,165.3
Q88NK4,1,YES,793.0
A8HA27,1,YES,401.4
P22287,1,YES,12.8
Q84JS6,1,YES,292.8
Q27489,1,YES,217.5
B0UJB1,1,YES,265.5
B0VR94,1,YES,13.2
Q6ZBP3,1,YES,164.8
Q4KLI1,1,YES,1155.2
Q6F1J0,1,YES,119.4
A9BPU7,1,YES,693.6
Q5LV98,1,YES,171.0
Q0J466,1,YES,323.1
Q6AB99,1,YES,313.0
Q6AYI4,0,NO,0.0
Q3K435,0,YES,11.0
Q8RWR1,0,YES,287.3
Q2FEA6,1,YES,152.8
C0H3S6,1,YES,28.5
A9R3T6,0,YES,14.1
A8ZXX2,1,YES,99.0
A9BDY5,1,YES,143.7
Q2FK09,1,YES,535.9
Q7Z4Y8,0,NO,0.0
Q9LX85,1,YES,207.6
O53512,1,YES,442.0
P0ACZ5,1,YES,142.4
Q796S4,1,YES,28.8
Q61024,1,YES,1253.7
Q9NT62,0,YES,8.3
Q04JX0,0,YES,12.8
A4TE57,1,YES,151.7
A8A222,1,YES,277.8
Q12HP7,1,YES,27.2
C0Q979,1,YES,16.2
Q9VLA2,1,YES,210.8
P89463,1,YES,105.4
A9R2W3,1,YES,64.4
B8DUQ4,1,YES,162.3
B1MCI5,1,YES,130.5
A6W2T4,1,YES,60.9
A2XF66,1,YES,166.0
Q8H1Q5,1,YES,120.0
Q9H0M5,1,YES,955.5
Q37385,1,YES,153.8
Q1LHL0,1,YES,669.1
P09638,1,YES,115.9
A4WAM1,0,NO,0.0
Q6BJW8,1,YES,147.9
Q9ULM2,1,YES,1025.9
Q02BU1,1,YES,684.6
Q0A9B2,1,YES,299.6
Q1IIG8,1,YES,706.1
B9DX60,1,YES,18.6
A0LE34,1,YES,13.1
Q7L4S7,1,YES,167.0
A1L3I5,1,YES,230.5
C5M3X6,0,NO,0.0
B9K4A6,1,YES,202.1
A5UNA1,1,YES,279.7
C4ZWI9,1,YES,59.9
Q5ZX00,1,YES,328.0
B9JBT6,1,YES,290.8
Q9XGJ4,1,YES,217.2
Q293V2,1,YES,119.9
P0CE65,1,YES,739.3
Q3SVJ4,1,YES,770.5
P63989,1,YES,767.7
Q99742,1,YES,273.3
Q01TU5,1,YES,125.4
Q9CA78,0,YES,20.6
P67854,1,YES,15.5
O60056,1,YES,16.3
Q3SF60,1,YES,12.3
Q9SYS6,1,YES,419.7
Q0TMI6,1,YES,126.8
P48317,0,YES,331.8
Q11D10,1,YES,21.0
A5IR07,1,YES,56.5
C1DND4,0,NO,0.0
P50429,1,YES,166.6
P17141,1,YES,1037.3
P15868,1,YES,28.1
Q9DB38,1,YES,312.2
Q0W7A4,1,YES,56.1
A4VRM9,1,YES,332.1
Q9Z720,0,NO,0.0
B5YAK0,1,YES,93.3
P60114,1,YES,82.9
Q4JAN1,1,YES,260.3
B3ECP2,0,NO,0.0
S0E028,1,YES,219.9
B3H0M0,1,YES,297.6
A4TN15,1,YES,78.7
Q1CEY6,0,NO,0.0
Q9R4J4,0,NO,0.0
P23634,1,YES,707.0
Q59041,1,YES,15.7
Q5E2E7,0,NO,0.0
B5YXB5,1,YES,81.8
Q9LIB5,1,YES,56.3
O42503,1,YES,270.5
B1AJ02,0,NO,0.0
P34725,0,NO,0.0
P80302,0,NO,0.0
A7A1N4,0,NO,0.0
Q46VY0,1,YES,661.6
P14569,1,YES,59.2
B7GRN1,1,YES,146.8
Q9CLY2,1,YES,28.3
A0JC51,1,YES,466.7
O73932,1,YES,89.8
C1A1Y4,1,YES,65.1
B2J057,1,YES,47.5
Q5AXH1,1,YES,140.9
A8MQ14,1,YES,1015.8
Q5HMB9,1,YES,679.3
Q47948,1,YES,180.9
A0LSL5,0,NO,0.0
D0NK82,0,YES,105.2
P23050,1,YES,698.3
C5BDU0,0,NO,0.0
P67839,0,NO,0.0
Q6QGD3,0,NO,0.0
Q1C270,1,YES,362.4
Q1RF63,1,YES,444.0
B0RED4,1,YES,597.4
Q8XU72,1,YES,29.5
B7NM18,0,NO,0.0
Q9ZQP3,1,YES,138.6
Q8VEH3,1,YES,415.0
P42406,1,YES,103.5
O29118,1,YES,238.1
Q82TK9,1,YES,284.8
P07891,1,YES,33.3
Q6P6X9,1,YES,22.6
Q06485,0,NO,0.0
Q8LFR2,1,YES,144.3
Q00071,1,YES,8.8
Q5RAP9,1,YES,269.0
P13637,1,YES,378.0
Q6FK11,1,YES,17.8
B2SQB3,1,YES,38.6
Q8CW15,0,YES,21.8
Q0UNW1,1,YES,30.1
A5IRD9,0,NO,0.0
Q3J4N4,1,YES,38.2
Q59U10,1,YES,196.4
Q02851,1,YES,117.5
P0A987,1,YES,129.3
A3D1T8,1,YES,25.7
A2C239,1,YES,126.5
Q98746,1,YES,441.5
Q6NXK8,1,YES,578.1
Q89A45,1,YES,353.1
Q8S8Y2,1,YES,14.6
Q96706,0,NO,0.0
Q54X22,1,YES,34.0
P68965,0,NO,0.0
P50549,1,YES,628.5
A5IIB8,1,YES,28.1
Q6R0A6,1,YES,179.0
Q6CIP4,1,YES,205.7
Q9FNV8,1,YES,214.1
B2GLZ4,1,YES,83.0
Q8BY46,1,YES,649.1
P96629,1,YES,56.5
Q3A452,1,YES,175.9
Q497H0,1,YES,429.8
Q3AHM1,1,YES,28.1
Q5SXM1,1,YES,1059.9
Q64ZL3,1,YES,62.7
P68429,1,YES,267.1
A2WKP3,1,YES,162.4
Q8LEZ8,1,YES,206.5
P05204,1,YES,69.2
P30774,1,YES,34.1
Q4ZSZ4,0,YES,184.0
P23302,1,YES,91.9
Q8BW74,1,YES,307.9
Q01I23,1,YES,223.6
P9WPY6,1,YES,47.8
Q93MH5,1,YES,10.3
P43278,1,YES,59.3
Q24251,1,YES,32.5
A0L408,1,YES,111.6
A3LR68,1,YES,65.8
P62486,0,NO,0.0
P34447,0,YES,113.2
O82868,1,YES,331.7
A1SB13,1,YES,406.5
